Taxonomy,Economic Activity name,Activity Code,Industry Name
NACE,"A1 - Crop and animal production, hunting and related service activities",A1 ,Crop cultivation
NACE,A1.1 - Growing of non-perennial crops,A1.1 ,Crop cultivation
NACE,"A1.1.1 - Growing of cereals (except rice), leguminous crops and oil seeds",A1.1.1 ,Crop cultivation
NACE,A1.1.2 - Growing of rice,A1.1.2 ,Crop cultivation
NACE,"A1.1.3 - Growing of vegetables and melons, roots and tubers",A1.1.3 ,Crop cultivation
NACE,A1.1.4 - Growing of sugar cane,A1.1.4 ,Crop cultivation
NACE,A1.1.5 - Growing of tobacco,A1.1.5 ,Crop cultivation
NACE,A1.1.6 - Growing of fibre crops,A1.1.6 ,Crop cultivation
NACE,A1.1.9 - Growing of other non-perennial crops,A1.1.9 ,Crop cultivation
NACE,A1.2 - Growing of perennial crops,A1.2 ,Crop cultivation
NACE,A1.2.1 - Growing of grapes,A1.2.1 ,Crop cultivation
NACE,A1.2.2 - Growing of tropical and subtropical fruits,A1.2.2 ,Crop cultivation
NACE,A1.2.3 - Growing of citrus fruits,A1.2.3 ,Crop cultivation
NACE,A1.2.4 - Growing of pome fruits and stone fruits,A1.2.4 ,Crop cultivation
NACE,A1.2.5 - Growing of other tree and bush fruits and nuts,A1.2.5 ,Crop cultivation
NACE,A1.2.6 - Growing of oleaginous fruits,A1.2.6 ,Crop cultivation
NACE,A1.2.7 - Growing of beverage crops,A1.2.7 ,Crop cultivation
NACE,"A1.2.8 - Growing of spices, aromatic, drug and pharmaceutical crops",A1.2.8 ,Crop cultivation
NACE,A1.2.9 - Growing of other perennial crops,A1.2.9 ,Crop cultivation
NACE,A1.3 - Plant propagation,A1.3 ,Crop cultivation
NACE,A1.3.0 - Plant propagation,A1.3.0 ,Crop cultivation
NACE,A1.4 - Animal production,A1.4 ,"Fishing, hunting and animal husbandry"
NACE,A1.4.1 - Raising of dairy cattle,A1.4.1 ,"Fishing, hunting and animal husbandry"
NACE,A1.4.2 - Raising of other cattle and buffaloes,A1.4.2 ,"Fishing, hunting and animal husbandry"
NACE,A1.4.3 - Raising of horses and other equines,A1.4.3 ,"Fishing, hunting and animal husbandry"
NACE,A1.4.4 - Raising of camels and camelids,A1.4.4 ,"Fishing, hunting and animal husbandry"
NACE,A1.4.5 - Raising of sheep and goats,A1.4.5 ,"Fishing, hunting and animal husbandry"
NACE,A1.4.6 - Raising of swine/pigs,A1.4.6 ,"Fishing, hunting and animal husbandry"
NACE,A1.4.7 - Raising of poultry,A1.4.7 ,"Fishing, hunting and animal husbandry"
NACE,A1.4.9 - Raising of other animals,A1.4.9 ,"Fishing, hunting and animal husbandry"
NACE,A1.5 - Mixed farming,A1.5 ,Mixed farming
NACE,A1.5.0 - Mixed farming,A1.5.0 ,Mixed farming
NACE,A1.6 - Support activities to agriculture and post-harvest crop activities,A1.6 ,Mixed farming
NACE,A1.6.1 - Support activities for crop production,A1.6.1 ,Mixed farming
NACE,A1.6.2 - Support activities for animal production,A1.6.2 ,Mixed farming
NACE,A1.6.3 - Post-harvest crop activities,A1.6.3 ,Mixed farming
NACE,A1.6.4 - Seed processing for propagation,A1.6.4 ,Mixed farming
NACE,"A1.7 - Hunting, trapping and related service activities",A1.7 ,"Fishing, hunting and animal husbandry"
NACE,"A1.7.0 - Hunting, trapping and related service activities",A1.7.0 ,"Fishing, hunting and animal husbandry"
NACE,A2 - Forestry and logging,A2 ,"Forestry, logging and related services"
NACE,A2.1 - Silviculture and other forestry activities,A2.1 ,"Forestry, logging and related services"
NACE,A2.1.0 - Silviculture and other forestry activities,A2.1.0 ,"Forestry, logging and related services"
NACE,A2.2 - Logging,A2.2 ,"Forestry, logging and related services"
NACE,A2.2.0 - Logging,A2.2.0 ,"Forestry, logging and related services"
NACE,A2.3 - Gathering of wild growing non-wood products,A2.3 ,"Forestry, logging and related services"
NACE,A2.3.0 - Gathering of wild growing non-wood products,A2.3.0 ,"Forestry, logging and related services"
NACE,A2.4 - Support services to forestry,A2.4 ,"Forestry, logging and related services"
NACE,A2.4.0 - Support services to forestry,A2.4.0 ,"Forestry, logging and related services"
NACE,A3 - Fishing and aquaculture,A3 ,"Fishing, hunting and animal husbandry"
NACE,A3.1 - Fishing,A3.1 ,"Fishing, hunting and animal husbandry"
NACE,A3.1.1 - Marine fishing,A3.1.1 ,"Fishing, hunting and animal husbandry"
NACE,A3.1.2 - Freshwater fishing,A3.1.2 ,"Fishing, hunting and animal husbandry"
NACE,A3.2 - Aquaculture,A3.2 ,"Fishing, hunting and animal husbandry"
NACE,A3.2.1 - Marine aquaculture,A3.2.1 ,"Fishing, hunting and animal husbandry"
NACE,A3.2.2 - Freshwater aquaculture,A3.2.2 ,"Fishing, hunting and animal husbandry"
NACE,B5 - Mining of coal and lignite,B5 ,Coal and metal ores
NACE,B5.1 - Mining of hard coal,B5.1 ,Coal and metal ores
NACE,B5.1.0 - Mining of hard coal,B5.1.0 ,Coal and metal ores
NACE,B5.2 - Mining of lignite,B5.2 ,Coal and metal ores
NACE,B5.2.0 - Mining of lignite,B5.2.0 ,Coal and metal ores
NACE,B6 - Extraction of crude petroleum and natural gas,B6 ,Gas and oil
NACE,B6.1 - Extraction of crude petroleum,B6.1 ,Gas and oil
NACE,B6.1.0 - Extraction of crude petroleum,B6.1.0 ,Gas and oil
NACE,B6.2 - Extraction of natural gas,B6.2 ,Gas and oil
NACE,B6.2.0 - Extraction of natural gas,B6.2.0 ,Gas and oil
NACE,B7 - Mining of metal ores,B7 ,Coal and metal ores
NACE,B7.1 - Mining of iron ores,B7.1 ,Coal and metal ores
NACE,B7.1.0 - Mining of iron ores,B7.1.0 ,Coal and metal ores
NACE,B7.2 - Mining of non-ferrous metal ores,B7.2 ,Energy related services
NACE,B7.2.1 - Mining of uranium and thorium ores,B7.2.1 ,Energy related services
NACE,B7.2.9 - Mining of other non-ferrous metal ores,B7.2.9 ,Energy related services
NACE,B8 - Other mining and quarrying,B8 ,Materials
NACE,"B8.1 - Quarrying of stone, sand and clay",B8.1 ,Materials
NACE,"B8.1.1 - Quarrying of ornamental and building stone, limestone, gypsum, chalk and slate",B8.1.1 ,Materials
NACE,B8.1.2 - Operation of gravel and sand pits; mining of clays and kaolin,B8.1.2 ,Materials
NACE,B8.9 - Mining and quarrying n.e.c.,B8.9 ,Materials
NACE,B8.9.1 - Mining of chemical and fertiliser minerals,B8.9.1 ,Materials
NACE,B8.9.2 - Extraction of peat,B8.9.2 ,Materials
NACE,B8.9.3 - Extraction of salt,B8.9.3 ,Materials
NACE,B8.9.9 - Other mining and quarrying n.e.c.,B8.9.9 ,Materials
NACE,B9 - Mining support service activities,B9 ,Materials
NACE,B9.1 - Support activities for petroleum and natural gas extraction,B9.1 ,Gas and oil
NACE,B9.1.0 - Support activities for petroleum and natural gas extraction,B9.1.0 ,Gas and oil
NACE,B9.9 - Support activities for other mining and quarrying,B9.9 ,Materials
NACE,B9.9.0 - Support activities for other mining and quarrying,B9.9.0 ,Materials
NACE,C10 - Manufacture of food products,C10 ,Food and beverages
NACE,C10.1 - Processing and preserving of meat and production of meat products,C10.1 ,Food and beverages
NACE,C10.1.1 - Processing and preserving of meat,C10.1.1 ,Food and beverages
NACE,C10.1.2 - Processing and preserving of poultry meat,C10.1.2 ,Food and beverages
NACE,C10.1.3 - Production of meat and poultry meat products,C10.1.3 ,Food and beverages
NACE,"C10.2 - Processing and preserving of fish, crustaceans and molluscs",C10.2 ,Food and beverages
NACE,"C10.2.0 - Processing and preserving of fish, crustaceans and molluscs",C10.2.0 ,Food and beverages
NACE,C10.3 - Processing and preserving of fruit and vegetables,C10.3 ,Food and beverages
NACE,C10.3.1 - Processing and preserving of potatoes,C10.3.1 ,Food and beverages
NACE,C10.3.2 - Manufacture of fruit and vegetable juice,C10.3.2 ,Food and beverages
NACE,C10.3.9 - Other processing and preserving of fruit and vegetables,C10.3.9 ,Food and beverages
NACE,C10.4 - Manufacture of vegetable and animal oils and fats,C10.4 ,Food and beverages
NACE,C10.4.1 - Manufacture of oils and fats,C10.4.1 ,Food and beverages
NACE,C10.4.2 - Manufacture of margarine and similar edible fats,C10.4.2 ,Food and beverages
NACE,C10.5 - Manufacture of dairy products,C10.5 ,Food and beverages
NACE,C10.5.1 - Operation of dairies and cheese making,C10.5.1 ,Food and beverages
NACE,C10.5.2 - Manufacture of ice cream,C10.5.2 ,Food and beverages
NACE,"C10.6 - Manufacture of grain mill products, starches and starch products",C10.6 ,Food and beverages
NACE,C10.6.1 - Manufacture of grain mill products,C10.6.1 ,Food and beverages
NACE,C10.6.2 - Manufacture of starches and starch products,C10.6.2 ,Food and beverages
NACE,C10.7 - Manufacture of bakery and farinaceous products,C10.7 ,Food and beverages
NACE,C10.7.1 - Manufacture of bread; manufacture of fresh pastry goods and cakes,C10.7.1 ,Food and beverages
NACE,C10.7.2 - Manufacture of rusks and biscuits; manufacture of preserved pastry goods and cakes,C10.7.2 ,Food and beverages
NACE,"C10.7.3 - Manufacture of macaroni, noodles, couscous and similar farinaceous products",C10.7.3 ,Food and beverages
NACE,C10.8 - Manufacture of other food products,C10.8 ,Food and beverages
NACE,C10.8.1 - Manufacture of sugar,C10.8.1 ,Food and beverages
NACE,"C10.8.2 - Manufacture of cocoa, chocolate and sugar confectionery",C10.8.2 ,Food and beverages
NACE,C10.8.3 - Processing of tea and coffee,C10.8.3 ,Food and beverages
NACE,C10.8.4 - Manufacture of condiments and seasonings,C10.8.4 ,Food and beverages
NACE,C10.8.5 - Manufacture of prepared meals and dishes,C10.8.5 ,Food and beverages
NACE,C10.8.6 - Manufacture of homogenised food preparations and dietetic food,C10.8.6 ,Food and beverages
NACE,C10.8.9 - Manufacture of other food products n.e.c.,C10.8.9 ,Food and beverages
NACE,C10.9 - Manufacture of prepared animal feeds,C10.9 ,Food and beverages
NACE,C10.9.1 - Manufacture of prepared feeds for farm animals,C10.9.1 ,Food and beverages
NACE,C10.9.2 - Manufacture of prepared pet foods,C10.9.2 ,Food and beverages
NACE,C11 - Manufacture of beverages,C11 ,Food and beverages
NACE,C11.0 - Manufacture of beverages,C11.0 ,Food and beverages
NACE,"C11.0.1 - Distilling, rectifying and blending of spirits",C11.0.1 ,Food and beverages
NACE,C11.0.2 - Manufacture of wine from grape,C11.0.2 ,Food and beverages
NACE,C11.0.3 - Manufacture of cider and other fruit wines,C11.0.3 ,Food and beverages
NACE,C11.0.4 - Manufacture of other non-distilled fermented beverages,C11.0.4 ,Food and beverages
NACE,C11.0.5 - Manufacture of beer,C11.0.5 ,Food and beverages
NACE,C11.0.6 - Manufacture of malt,C11.0.6 ,Food and beverages
NACE,C11.0.7 - Manufacture of soft drinks; production of mineral waters and other bottled waters,C11.0.7 ,Food and beverages
NACE,C12 - Manufacture of tobacco products,C12 ,Other consumer products manufacturing
NACE,C12.0 - Manufacture of tobacco products,C12.0 ,Other consumer products manufacturing
NACE,C12.0.0 - Manufacture of tobacco products,C12.0.0 ,Other consumer products manufacturing
NACE,C13 - Manufacture of textiles,C13 ,Textile fibres
NACE,C13.1 - Preparation and spinning of textile fibres,C13.1 ,Textile fibres
NACE,C13.1.0 - Preparation and spinning of textile fibres,C13.1.0 ,Textile fibres
NACE,C13.2 - Weaving of textiles,C13.2 ,Textile fibres
NACE,C13.2.0 - Weaving of textiles,C13.2.0 ,Textile fibres
NACE,C13.3 - Finishing of textiles,C13.3 ,Textile fibres
NACE,C13.3.0 - Finishing of textiles,C13.3.0 ,Textile fibres
NACE,C13.9 - Manufacture of other textiles,C13.9 ,Textile fibres
NACE,C13.9.1 - Manufacture of knitted and crocheted fabrics,C13.9.1 ,Textile fibres
NACE,"C13.9.2 - Manufacture of made-up textile articles, except apparel",C13.9.2 ,Textile fibres
NACE,C13.9.3 - Manufacture of carpets and rugs,C13.9.3 ,Household articles
NACE,"C13.9.4 - Manufacture of cordage, rope, twine and netting",C13.9.4 ,Textile fibres
NACE,"C13.9.5 - Manufacture of non-wovens and articles made from non-wovens, except apparel",C13.9.5 ,Textile fibres
NACE,C13.9.6 - Manufacture of other technical and industrial textiles,C13.9.6 ,Textile fibres
NACE,C13.9.9 - Manufacture of other textiles n.e.c.,C13.9.9 ,Textile fibres
NACE,C14 - Manufacture of wearing apparel,C14 ,Fashion industry
NACE,"C14.1 - Manufacture of wearing apparel, except fur apparel",C14.1 ,Fashion industry
NACE,C14.1.1 - Manufacture of leather clothes,C14.1.1 ,Fashion industry
NACE,C14.1.2 - Manufacture of workwear,C14.1.2 ,Fashion industry
NACE,C14.1.3 - Manufacture of other outerwear,C14.1.3 ,Fashion industry
NACE,C14.1.4 - Manufacture of underwear,C14.1.4 ,Fashion industry
NACE,C14.1.9 - Manufacture of other wearing apparel and accessories,C14.1.9 ,Fashion industry
NACE,C14.2 - Manufacture of articles of fur,C14.2 ,Fashion industry
NACE,C14.2.0 - Manufacture of articles of fur,C14.2.0 ,Fashion industry
NACE,C14.3 - Manufacture of knitted and crocheted apparel,C14.3 ,Fashion industry
NACE,C14.3.1 - Manufacture of knitted and crocheted hosiery,C14.3.1 ,Fashion industry
NACE,C14.3.9 - Manufacture of other knitted and crocheted apparel,C14.3.9 ,Fashion industry
NACE,C15 - Manufacture of leather and related products,C15 ,Fashion industry
NACE,"C15.1 - Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",C15.1 ,Fashion industry
NACE,C15.1.1 - Tanning and dressing of leather; dressing and dyeing of fur,C15.1.1 ,Fashion industry
NACE,"C15.1.2 - Manufacture of luggage, handbags and the like, saddlery and harness",C15.1.2 ,Fashion industry
NACE,C15.2 - Manufacture of footwear,C15.2 ,Fashion industry
NACE,C15.2.0 - Manufacture of footwear,C15.2.0 ,Fashion industry
NACE,"C16 - Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",C16 ,Other consumer products manufacturing
NACE,C16.1 - Sawmilling and planing of wood,C16.1 ,Other consumer products manufacturing
NACE,C16.1.0 - Sawmilling and planing of wood,C16.1.0 ,Other consumer products manufacturing
NACE,"C16.2 - Manufacture of products of wood, cork, straw and plaiting materials",C16.2 ,Other consumer products manufacturing
NACE,C16.2.1 - Manufacture of veneer sheets and wood-based panels,C16.2.1 ,Other consumer products manufacturing
NACE,C16.2.2 - Manufacture of assembled parquet floors,C16.2.2 ,Construction materials
NACE,C16.2.3 - Manufacture of other builders' carpentry and joinery,C16.2.3 ,Construction materials
NACE,C16.2.4 - Manufacture of wooden containers,C16.2.4 ,Other consumer products manufacturing
NACE,"C16.2.9 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",C16.2.9 ,Other consumer products manufacturing
NACE,C17 - Manufacture of paper and paper products,C17 ,Other consumer products manufacturing
NACE,"C17.1 - Manufacture of pulp, paper and paperboard",C17.1 ,Other consumer products manufacturing
NACE,C17.1.1 - Manufacture of pulp,C17.1.1 ,Other consumer products manufacturing
NACE,C17.1.2 - Manufacture of paper and paperboard,C17.1.2 ,Other consumer products manufacturing
NACE,C17.2 - Manufacture of articles of paper and paperboard,C17.2 ,Other consumer products manufacturing
NACE,C17.2.1 - Manufacture of corrugated paper and paperboard and of containers of paper and paperboard,C17.2.1 ,Other consumer products manufacturing
NACE,C17.2.2 - Manufacture of household and sanitary goods and of toilet requisites,C17.2.2 ,Household articles
NACE,C17.2.3 - Manufacture of paper stationery,C17.2.3 ,Other consumer products manufacturing
NACE,C17.2.4 - Manufacture of wallpaper,C17.2.4 ,Other consumer products manufacturing
NACE,C17.2.9 - Manufacture of other articles of paper and paperboard,C17.2.9 ,Other consumer products manufacturing
NACE,C18 - Printing and reproduction of recorded media,C18 ,"Broadcasting, publications and content providers"
NACE,C18.1 - Printing and service activities related to printing,C18.1 ,"Broadcasting, publications and content providers"
NACE,C18.1.1 - Printing of newspapers,C18.1.1 ,"Broadcasting, publications and content providers"
NACE,C18.1.2 - Other printing,C18.1.2 ,"Broadcasting, publications and content providers"
NACE,C18.1.3 - Pre-press and pre-media services,C18.1.3 ,"Broadcasting, publications and content providers"
NACE,C18.1.4 - Binding and related services,C18.1.4 ,"Broadcasting, publications and content providers"
NACE,C18.2 - Reproduction of recorded media,C18.2 ,"Broadcasting, publications and content providers"
NACE,C18.2.0 - Reproduction of recorded media,C18.2.0 ,"Broadcasting, publications and content providers"
NACE,C19 - Manufacture of coke and refined petroleum products,C19 ,Gas and oil
NACE,C19.1 - Manufacture of coke oven products,C19.1 ,Energy related products and equipment
NACE,C19.1.0 - Manufacture of coke oven products,C19.1.0 ,Energy related products and equipment
NACE,C19.2 - Manufacture of refined petroleum products,C19.2 ,Gas and oil
NACE,C19.2.0 - Manufacture of refined petroleum products,C19.2.0 ,Gas and oil
NACE,C20 - Manufacture of chemicals and chemical products,C20 ,Specialty chemicals & Organic chemicals
NACE,"C20.1 - Manufacture of basic chemicals, fertilisers and nitrogen compounds, plastics and synthetic rubber in primary forms",C20.1 ,Specialty chemicals & Organic chemicals
NACE,C20.1.1 - Manufacture of industrial gases,C20.1.1 ,Specialty chemicals & Organic chemicals
NACE,C20.1.2 - Manufacture of dyes and pigments,C20.1.2 ,Specialty chemicals & Organic chemicals
NACE,C20.1.3 - Manufacture of other inorganic basic chemicals,C20.1.3 ,Specialty chemicals
NACE,C20.1.4 - Manufacture of other organic basic chemicals,C20.1.4 ,Organic chemicals
NACE,C20.1.5 - Manufacture of fertilisers and nitrogen compounds,C20.1.5 ,Specialty chemicals & Organic chemicals
NACE,C20.1.6 - Manufacture of plastics in primary forms,C20.1.6 ,Specialty chemicals & Organic chemicals
NACE,C20.1.7 - Manufacture of synthetic rubber in primary forms,C20.1.7 ,Specialty chemicals & Organic chemicals
NACE,C20.2 - Manufacture of pesticides and other agrochemical products,C20.2 ,Specialty chemicals & Organic chemicals
NACE,C20.2.0 - Manufacture of pesticides and other agrochemical products,C20.2.0 ,Specialty chemicals & Organic chemicals
NACE,"C20.3 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics",C20.3 ,Specialty chemicals & Organic chemicals
NACE,"C20.3.0 - Manufacture of paints, varnishes and similar coatings, printing ink and mastics",C20.3.0 ,Specialty chemicals & Organic chemicals
NACE,"C20.4 - Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations",C20.4 ,Household articles
NACE,"C20.4.1 - Manufacture of soap and detergents, cleaning and polishing preparations",C20.4.1 ,Household articles
NACE,C20.4.2 - Manufacture of perfumes and toilet preparations,C20.4.2 ,Household articles
NACE,C20.5 - Manufacture of other chemical products,C20.5 ,Specialty chemicals & Organic chemicals
NACE,C20.5.1 - Manufacture of explosives,C20.5.1 ,Specialty chemicals & Organic chemicals
NACE,C20.5.2 - Manufacture of glues,C20.5.2 ,Specialty chemicals & Organic chemicals
NACE,C20.5.3 - Manufacture of essential oils,C20.5.3 ,Specialty chemicals & Organic chemicals
NACE,C20.5.9 - Manufacture of other chemical products n.e.c.,C20.5.9 ,Specialty chemicals & Organic chemicals
NACE,C20.6 - Manufacture of man-made fibres,C20.6 ,Textile fibres
NACE,C20.6.0 - Manufacture of man-made fibres,C20.6.0 ,Textile fibres
NACE,C21 - Manufacture of basic pharmaceutical products and pharmaceutical preparations,C21 ,Pharmaceuticals and drug delivery
NACE,C21.1 - Manufacture of basic pharmaceutical products,C21.1 ,Pharmaceuticals and drug delivery
NACE,C21.1.0 - Manufacture of basic pharmaceutical products,C21.1.0 ,Pharmaceuticals and drug delivery
NACE,C21.2 - Manufacture of pharmaceutical preparations,C21.2 ,Pharmaceuticals and drug delivery
NACE,C21.2.0 - Manufacture of pharmaceutical preparations,C21.2.0 ,Pharmaceuticals and drug delivery
NACE,C22 - Manufacture of rubber and plastic products,C22 ,Plastic
NACE,C22.1 - Manufacture of rubber products,C22.1 ,Plastic
NACE,C22.1.1 - Manufacture of rubber tyres and tubes; retreading and rebuilding of rubber tyres,C22.1.1 ,Plastic
NACE,C22.1.9 - Manufacture of other rubber products,C22.1.9 ,Plastic
NACE,C22.2 - Manufacture of plastics products,C22.2 ,Plastic
NACE,"C22.2.1 - Manufacture of plastic plates, sheets, tubes and profiles",C22.2.1 ,Plastic
NACE,C22.2.2 - Manufacture of plastic packing goods,C22.2.2 ,Plastic
NACE,C22.2.3 - Manufacture of builders’ ware of plastic,C22.2.3 ,Plastic
NACE,C22.2.9 - Manufacture of other plastic products,C22.2.9 ,Plastic
NACE,C23 - Manufacture of other non-metallic mineral products,C23 ,Business and industrial products
NACE,C23.1 - Manufacture of glass and glass products,C23.1 ,Business and industrial products
NACE,C23.1.1 - Manufacture of flat glass,C23.1.1 ,Business and industrial products
NACE,C23.1.2 - Shaping and processing of flat glass,C23.1.2 ,Business and industrial products
NACE,C23.1.3 - Manufacture of hollow glass,C23.1.3 ,Business and industrial products
NACE,C23.1.4 - Manufacture of glass fibres,C23.1.4 ,Business and industrial products
NACE,"C23.1.9 - Manufacture and processing of other glass, including technical glassware",C23.1.9 ,Business and industrial products
NACE,C23.2 - Manufacture of refractory products,C23.2 ,Construction materials
NACE,C23.2.0 - Manufacture of refractory products,C23.2.0 ,Construction materials
NACE,C23.3 - Manufacture of clay building materials,C23.3 ,Construction materials
NACE,C23.3.1 - Manufacture of ceramic tiles and flags,C23.3.1 ,Construction materials
NACE,"C23.3.2 - Manufacture of bricks, tiles and construction products, in baked clay",C23.3.2 ,Construction materials
NACE,C23.4 - Manufacture of other porcelain and ceramic products,C23.4 ,Household articles
NACE,C23.4.1 - Manufacture of ceramic household and ornamental articles,C23.4.1 ,Household articles
NACE,C23.4.2 - Manufacture of ceramic sanitary fixtures,C23.4.2 ,Construction materials
NACE,C23.4.3 - Manufacture of ceramic insulators and insulating fittings,C23.4.3 ,Construction materials
NACE,C23.4.4 - Manufacture of other technical ceramic products,C23.4.4 ,Construction materials
NACE,C23.4.9 - Manufacture of other ceramic products,C23.4.9 ,Construction materials
NACE,"C23.5 - Manufacture of cement, lime and plaster",C23.5 ,Construction materials
NACE,C23.5.1 - Manufacture of cement,C23.5.1 ,Construction materials
NACE,C23.5.2 - Manufacture of lime and plaster,C23.5.2 ,Construction materials
NACE,"C23.6 - Manufacture of articles of concrete, cement and plaster",C23.6 ,Construction materials
NACE,C23.6.1 - Manufacture of concrete products for construction purposes,C23.6.1 ,Construction materials
NACE,C23.6.2 - Manufacture of plaster products for construction purposes,C23.6.2 ,Construction materials
NACE,C23.6.3 - Manufacture of ready-mixed concrete,C23.6.3 ,Construction materials
NACE,C23.6.4 - Manufacture of mortars,C23.6.4 ,Construction materials
NACE,C23.6.5 - Manufacture of fibre cement,C23.6.5 ,Construction materials
NACE,"C23.6.9 - Manufacture of other articles of concrete, plaster and cement",C23.6.9 ,Construction materials
NACE,"C23.7 - Cutting, shaping and finishing of stone",C23.7 ,Construction materials
NACE,"C23.7.0 - Cutting, shaping and finishing of stone",C23.7.0 ,Construction materials
NACE,C23.9 - Manufacture of abrasive products and non-metallic mineral products n.e.c.,C23.9 ,Other manufacturing
NACE,C23.9.1 - Production of abrasive products,C23.9.1 ,Other manufacturing
